Timestamp,Valor
16:11:43,32.06
16:11:44,32.06
16:11:45,32.06
16:11:46,32.13
16:11:47,32.19
16:11:48,32.19
16:11:49,32.25
16:11:50,32.31
16:11:51,32.44
16:11:52,32.5
16:11:53,32.56
16:11:54,32.69
16:11:55,32.75
16:11:56,32.81
16:11:57,33.0
16:11:58,33.0
16:11:59,33.19
16:12:00,33.25
16:12:01,33.31
16:12:02,33.44
16:12:03,33.56
16:12:04,33.63
16:12:05,33.75
16:12:06,33.81
16:12:07,33.94
16:12:08,34.06
16:12:09,34.13
16:12:10,34.25
16:12:11,34.38
16:12:12,34.44
16:12:13,34.56
16:12:14,34.69
16:12:15,34.75
16:12:16,34.94
16:12:17,34.94
16:12:18,35.06
16:12:19,35.19
16:12:20,35.25
16:12:21,35.38
16:12:22,35.5
16:12:23,35.56
16:12:24,35.69
16:12:25,35.75
16:12:26,35.88
16:12:27,36.0
16:12:28,36.06
16:12:29,36.13
16:12:30,36.31
16:12:31,36.31
16:12:32,36.44
16:12:33,36.5
16:12:34,36.63
16:12:35,36.75
16:12:36,36.81
16:12:37,36.88
16:12:38,37.0
16:12:39,37.06
16:12:40,37.19
16:12:41,37.25
16:12:42,37.38
16:12:43,37.44
16:12:44,37.5
16:12:45,37.63
16:12:46,37.75
16:12:47,37.81
16:12:48,37.94
16:12:49,38.0
16:12:50,38.06
16:12:51,38.19
16:12:52,38.25
16:12:53,38.31
16:12:54,38.44
16:12:55,38.5
16:12:56,38.56
16:12:57,38.69
16:12:58,38.75
16:12:59,38.81
16:13:00,38.88
16:13:01,39.0
16:13:02,39.06
16:13:03,39.13
16:13:04,39.25
16:13:05,39.31
16:13:06,39.38
16:13:07,39.5
16:13:08,39.5
16:13:09,39.63
16:13:10,39.69
16:13:11,39.75
16:13:12,39.88
16:13:13,39.94
16:13:14,40.0
16:13:15,40.13
16:13:16,40.13
16:13:17,40.25
16:13:18,40.31
16:13:19,40.38
16:13:20,40.5
16:13:21,40.56
16:13:22,40.63
16:13:23,40.69
16:13:24,40.75
16:13:25,40.81
16:13:26,40.94
16:13:27,40.94
16:13:28,41.06
16:13:29,41.13
16:13:30,41.19
16:13:31,41.25
16:13:32,41.31
16:13:33,41.38
16:13:34,41.5
16:13:35,41.5
16:13:36,41.56
16:13:37,41.69
16:13:38,41.69
16:13:39,41.81
16:13:40,41.88
16:13:41,41.88
16:13:42,42.0
16:13:43,42.0
16:13:44,42.06
16:13:45,42.19
16:13:46,42.19
16:13:47,42.25
16:13:48,42.38
16:13:49,42.44
16:13:50,42.5
16:13:51,42.5
16:13:52,42.63
16:13:53,42.69
16:13:54,42.69
16:13:55,42.81
16:13:56,42.88
16:13:57,42.88
16:13:58,42.94
16:13:59,43.0
16:14:00,43.06
16:14:01,43.13
16:14:02,43.19
16:14:03,43.25
16:14:04,43.31
16:14:05,43.38
16:14:06,43.44
16:14:07,43.5
16:14:08,43.56
16:14:09,43.63
16:14:10,43.63
16:14:11,43.69
16:14:12,43.81
16:14:13,43.81
16:14:14,43.88
16:14:15,43.94
16:14:16,44.0
16:14:17,44.06
16:14:18,44.06
16:14:19,44.13
16:14:20,44.19
16:14:21,44.25
16:14:22,44.31
16:14:23,44.38
16:14:24,44.38
16:14:25,44.44
16:14:26,44.5
16:14:27,44.56
16:14:28,44.63
16:14:29,44.63
16:14:30,44.69
16:14:31,44.75
16:14:32,44.75
16:14:33,44.88
16:14:34,44.88
16:14:35,44.94
16:14:36,45.0
16:14:37,45.0
16:14:38,45.13
16:14:39,45.13
16:14:40,45.19
16:14:41,45.25
16:14:42,45.25
16:14:43,45.31
16:14:44,45.38
16:14:45,45.38
16:14:46,45.44
16:14:47,45.5
16:14:48,45.56
16:14:49,45.63
16:14:50,45.63
16:14:51,45.69
16:14:52,45.69
16:14:53,45.75
16:14:54,45.81
16:14:55,45.88
16:14:56,45.88
16:14:57,45.94
16:14:58,45.94
16:14:59,46.0
16:15:00,46.06
16:15:01,46.13
16:15:02,46.13
16:15:03,46.19
16:15:04,46.25
16:15:05,46.25
16:15:06,46.31
16:15:07,46.38
16:15:08,46.38
16:15:09,46.44
16:15:10,46.44
16:15:11,46.5
16:15:12,46.56
16:15:13,46.56
16:15:14,46.63
16:15:15,46.69
16:15:16,46.69
16:15:17,46.75
16:15:18,46.81
16:15:19,46.81
16:15:20,46.81
16:15:21,46.88
16:15:22,46.94
16:15:23,46.94
16:15:24,47.0
16:15:25,47.0
16:15:26,47.06
16:15:27,47.13
16:15:28,47.13
16:15:29,47.19
16:15:30,47.19
16:15:31,47.25
16:15:32,47.31
16:15:33,47.31
16:15:34,47.38
16:15:35,47.38
16:15:36,47.44
16:15:37,47.44
16:15:38,47.5
16:15:39,47.5
16:15:40,47.56
16:15:41,47.56
16:15:42,47.63
16:15:43,47.63
16:15:44,47.69
16:15:45,47.69
16:15:46,47.75
16:15:47,47.75
16:15:48,47.81
16:15:49,47.81
16:15:50,47.88
16:15:51,47.88
16:15:52,47.94
16:15:53,47.94
16:15:54,48.0
16:15:55,48.0
16:15:56,48.06
16:15:57,48.06
16:15:58,48.13
16:15:59,48.13
16:16:00,48.13
16:16:01,48.19
16:16:02,48.19
16:16:03,48.25
16:16:04,48.25
16:16:05,48.25
16:16:06,48.31
16:16:07,48.38
16:16:08,48.38
16:16:09,48.38
16:16:10,48.44
16:16:11,48.44
16:16:12,48.5
16:16:13,48.5
16:16:14,48.5
16:16:15,48.56
16:16:16,48.56
16:16:17,48.63
16:16:18,48.63
16:16:19,48.63
16:16:20,48.69
16:16:21,48.69
16:16:22,48.69
16:16:23,48.75
16:16:24,48.75
16:16:25,48.81
16:16:26,48.81
16:16:27,48.81
16:16:28,48.88
16:16:29,48.94
16:16:30,48.94
16:16:31,48.94
16:16:32,48.94
16:16:33,49.0
16:16:34,49.0
16:16:35,49.06
16:16:36,49.06
16:16:37,49.13
16:16:38,49.13
16:16:39,49.13
16:16:40,49.13
16:16:41,49.19
16:16:42,49.19
16:16:43,49.25
16:16:44,49.25
16:16:45,49.25
16:16:46,49.31
16:16:47,49.31
16:16:48,49.31
16:16:49,49.38
16:16:50,49.38
16:16:51,49.44
16:16:52,49.44
16:16:53,49.44
16:16:54,49.5
16:16:55,49.5
16:16:56,49.5
16:16:57,49.56
16:16:58,49.56
16:16:59,49.56
16:17:00,49.63
16:17:01,49.63
16:17:02,49.63
16:17:03,49.69
16:17:04,49.69
16:17:05,49.69
16:17:06,49.75
16:17:07,49.75
16:17:08,49.75
16:17:09,49.81
16:17:10,49.81
16:17:11,49.81
16:17:12,49.81
16:17:13,49.88
16:17:14,49.88
16:17:15,49.88
16:17:16,49.94
16:17:17,49.94
16:17:18,49.94
16:17:19,50.0
16:17:20,50.0
16:17:21,50.0
16:17:22,50.06
16:17:23,50.06
16:17:24,50.06
16:17:25,50.13
16:17:26,50.13
16:17:27,50.13
16:17:28,50.13
16:17:29,50.19
16:17:30,50.19
16:17:31,50.19
16:17:32,50.25
16:17:33,50.25
16:17:34,50.25
16:17:35,50.25
16:17:36,50.31
16:17:37,50.31
16:17:38,50.31
16:17:39,50.38
16:17:40,50.38
16:17:41,50.38
16:17:42,50.38
16:17:43,50.44
16:17:44,50.44
16:17:45,50.44
16:17:46,50.44
16:17:47,50.44
16:17:48,50.5
16:17:49,50.5
16:17:50,50.5
16:17:51,50.56
16:17:52,50.56
16:17:53,50.56
16:17:54,50.56
16:17:55,50.63
16:17:56,50.63
16:17:57,50.63
16:17:58,50.63
16:17:59,50.63
16:18:00,50.69
16:18:01,50.69
16:18:02,50.69
16:18:03,50.69
16:18:04,50.75
16:18:05,50.75
16:18:06,50.75
16:18:07,50.81
16:18:08,50.81
16:18:09,50.81
16:18:10,50.81
16:18:11,50.81
16:18:12,50.88
16:18:13,50.88
16:18:14,50.88
16:18:15,50.94
16:18:16,50.94
16:18:17,50.94
16:18:18,51.0
16:18:19,51.0
16:18:20,51.0
16:18:21,51.0
16:18:22,51.0
16:18:23,51.06
16:18:24,51.06
16:18:25,51.06
16:18:26,51.06
16:18:27,51.13
16:18:28,51.13
16:18:29,51.13
16:18:30,51.19
16:18:31,51.19
16:18:32,51.19
16:18:33,51.19
16:18:34,51.25
16:18:35,51.25
16:18:36,51.25
16:18:37,51.25
16:18:38,51.25
16:18:39,51.31
16:18:40,51.31
16:18:41,51.31
16:18:42,51.38
16:18:43,51.38
16:18:44,51.38
16:18:45,51.38
16:18:46,51.38
16:18:47,51.44
16:18:48,51.44
16:18:49,51.44
16:18:50,51.5
16:18:51,51.5
16:18:52,51.5
16:18:53,51.5
16:18:54,51.5
16:18:55,51.56
16:18:56,51.56
16:18:57,51.56
16:18:58,51.56
16:18:59,51.63
16:19:00,51.63
16:19:01,51.63
16:19:02,51.63
16:19:03,51.63
16:19:04,51.69
16:19:05,51.69
16:19:06,51.69
16:19:07,51.69
16:19:08,51.69
16:19:09,51.75
16:19:10,51.75
16:19:11,51.75
16:19:12,51.75
16:19:13,51.75
16:19:14,51.81
16:19:15,51.81
16:19:16,51.81
16:19:17,51.81
16:19:18,51.81
16:19:19,51.81
16:19:20,51.88
16:19:21,51.88
16:19:22,51.88
16:19:23,51.88
16:19:24,51.88
16:19:25,51.88
16:19:26,51.94
16:19:27,51.94
16:19:28,51.94
16:19:29,51.94
16:19:30,51.94
16:19:31,52.0
16:19:32,52.0
16:19:33,52.0
16:19:34,52.0
16:19:35,52.0
16:19:36,52.06
16:19:37,52.06
16:19:38,52.06
16:19:39,52.06
16:19:40,52.06
16:19:41,52.06
16:19:42,52.06
16:19:43,52.13
16:19:44,52.13
16:19:45,52.13
16:19:46,52.13
16:19:47,52.13
16:19:48,52.19
16:19:49,52.19
16:19:50,52.19
16:19:51,52.19
16:19:52,52.19
16:19:53,52.25
